Ob,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,affordabilitty
1541,20,RL,85,11058,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212,Gd,TA,PConc,Gd,TA,No,GLQ,56,Unf,0,1508,1564,GasA,Ex,Y,SBrkr,1564,0,0,1564,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2007,RFn,3,814,TA,TA,Y,0,24,0,0,0,0,NA,NA,NA,0,2,2008,WD,Normal,Unaffordable
1542,90,RL,64,7018,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,1979,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Alloca,Affordable
1543,50,RH,70,6300,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,88,TA,TA,PConc,TA,Fa,No,LwQ,832,Unf,0,0,832,GasA,TA,Y,SBrkr,832,436,0,1268,0,0,1,1,3,1,TA,7,Typ,2,Gd,Basment,1938,Unf,1,250,TA,TA,Y,0,0,55,0,0,0,NA,NA,NA,0,7,2009,WD,Abnorml,Affordable
1544,80,RL,NA,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0,TA,Gd,PConc,Gd,TA,Av,ALQ,704,Unf,0,160,864,GasA,Ex,Y,SBrkr,904,0,0,904,0,0,1,0,3,1,Gd,5,Typ,0,NA,2Types,1979,Unf,3,912,TA,TA,Y,143,0,0,0,0,0,NA,MnPrv,NA,0,6,2008,WD,Normal,Affordable
1545,50,RM,60,7200,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,803,803,GasA,Ex,Y,SBrkr,803,557,0,1360,0,0,1,1,2,1,Gd,6,Typ,0,NA,Detchd,1951,Unf,1,297,TA,TA,Y,0,65,190,0,0,0,NA,MnPrv,NA,0,7,2006,WD,Normal,Affordable
1546,85,RL,74,8740,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,ALQ,672,Unf,0,168,840,GasA,TA,Y,SBrkr,860,0,0,860,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1996,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,Affordable
1547,20,RL,80,8800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202,TA,TA,CBlock,TA,TA,No,BLQ,654,Unf,0,520,1174,GasA,Ex,Y,SBrkr,1200,0,0,1200,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1966,RFn,2,440,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,10,2007,CWD,Normal,Unaffordable
1548,20,RL,81,9672,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0,TA,TA,PConc,Gd,TA,No,GLQ,338,Unf,0,702,1040,GasA,TA,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1986,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,NA,GdPrv,NA,0,5,2010,WD,Normal,Affordable
1549,20,RL,130,11457,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,GasA,TA,Y,SBrkr,1412,0,0,1412,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988,Unf,2,576,TA,TA,Y,0,0,169,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,Unaffordable
1550,60,RL,60,21930,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,732,732,GasA,Ex,Y,SBrkr,734,1104,0,1838,0,0,2,1,4,1,TA,7,Typ,1,Gd,BuiltIn,2005,Fin,2,372,TA,TA,Y,100,40,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,Unaffordable
1551,60,FV,100,13162,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,GLQ,1836,Unf,0,200,2036,GasA,Ex,Y,SBrkr,2036,604,0,2640,1,0,3,1,3,1,Ex,11,Typ,1,Gd,Attchd,2006,RFn,3,792,TA,TA,Y,0,265,0,0,0,0,NA,NA,NA,0,11,2006,New,Partial,Unaffordable
1552,60,RL,NA,8396,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1139,0,1986,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2003,Fin,2,434,TA,TA,Y,120,48,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,Unaffordable
1553,20,RL,NA,12160,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,0,188,1188,GasA,Fa,Y,SBrkr,1188,0,0,1188,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,2,531,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,5,2010,COD,Abnorml,Affordable
1554,60,RL,103,13125,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Ex,TA,Mn,BLQ,48,GLQ,634,422,1104,GasA,Ex,Y,SBrkr,912,1215,0,2127,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1991,RFn,3,833,TA,TA,Y,72,192,224,0,0,0,NA,GdPrv,NA,0,11,2007,WD,Normal,Unaffordable
1555,20,RL,90,11520,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,615,Gd,TA,PConc,Ex,TA,No,GLQ,110,Unf,0,1588,1698,GasA,Ex,Y,SBrkr,1698,0,0,1698,0,0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,2005,Fin,3,730,TA,TA,Y,192,74,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,Unaffordable
1556,160,RM,21,1476,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,CBlock,TA,TA,No,GLQ,176,Unf,0,370,546,GasA,Ex,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,200,26,0,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,Affordable
1557,20,RL,79,7801,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,88,TA,Fa,PConc,TA,TA,No,Rec,500,Unf,0,591,1091,GasA,Fa,N,FuseA,1091,0,0,1091,0,1,1,0,2,1,TA,5,Typ,1,TA,Attchd,1951,Fin,1,344,TA,TA,Y,66,105,0,0,221,0,NA,MnPrv,NA,0,5,2008,WD,Normal,Affordable
1558,50,RL,NA,11275,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480,TA,TA,CBlock,TA,TA,Mn,Rec,297,LwQ,557,0,854,GasA,TA,Y,SBrkr,1096,895,0,1991,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1977,Unf,2,432,TA,Fa,Y,0,0,19,0,0,0,NA,NA,NA,0,3,2007,WD,Normal,Unaffordable
1559,60,RM,60,9780,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,7,9,1950,2005,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Ex,CBlock,TA,TA,No,LwQ,354,Rec,398,224,976,GasA,Ex,Y,SBrkr,976,976,0,1952,0,0,1,1,4,1,Gd,8,Typ,2,TA,Detchd,1950,Fin,1,299,TA,TA,Y,285,0,0,0,216,0,NA,NA,NA,0,4,2007,WD,Normal,Unaffordable
1560,20,RL,108,12228,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1721,1721,GasA,Ex,Y,SBrkr,1740,0,0,1740,0,0,2,0,4,1,Gd,8,Typ,0,NA,Attchd,2006,RFn,3,874,TA,TA,Y,0,43,0,0,0,0,NA,NA,NA,0,9,2006,New,Partial,Unaffordable
1561,30,C (all),NA,3300,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,3,1910,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Ex,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,TA,5,Typ,1,Gd,NA,NA,NA,0,0,NA,NA,N,0,33,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,Affordable
1562,45,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Gd,Y,SBrkr,904,0,0,904,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1926,Unf,1,180,TA,TA,Y,0,0,105,0,0,0,NA,NA,NA,0,1,2009,WD,Normal,Affordable
1563,20,RL,NA,9928,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,GLQ,1239,Unf,0,215,1454,GasA,TA,Y,SBrkr,1478,0,0,1478,1,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1991,Unf,2,506,TA,TA,Y,114,22,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,Unaffordable
1564,120,RL,38,14963,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,474,1260,GasA,Ex,Y,SBrkr,1288,0,0,1288,1,0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996,Fin,2,500,TA,TA,Y,120,30,0,0,224,0,NA,NA,NA,0,12,2008,WD,Normal,Unaffordable
1565,60,RL,85,10560,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,Gd,No,GLQ,474,Unf,0,605,1079,GasA,Ex,Y,SBrkr,1079,800,0,1879,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993,RFn,2,473,TA,TA,Y,400,100,144,0,0,0,NA,MnPrv,NA,0,8,2009,WD,Normal,Unaffordable
1566,80,RL,NA,17871,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,GasA,Fa,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967,RFn,2,480,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,Unaffordable
1567,190,RL,59,4484,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,6,1942,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,485,Unf,0,187,672,GasA,TA,N,SBrkr,778,504,0,1282,1,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1942,Unf,1,240,TA,TA,Y,0,88,0,0,0,0,NA,MnPrv,NA,0,7,2007,WD,Normal,Affordable
1568,20,FV,92,9215,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1218,1218,GasA,Ex,Y,SBrkr,1218,0,0,1218,0,0,2,0,2,1,Gd,4,Typ,0,NA,Attchd,2009,RFn,2,676,TA,TA,Y,0,136,0,0,0,0,NA,NA,NA,0,4,2010,New,Partial,Unaffordable
1569,60,RL,79,9085,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,286,Gd,TA,PConc,Gd,TA,No,GLQ,816,Unf,0,254,1070,GasA,Ex,Y,SBrkr,1094,967,0,2061,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1995,Fin,2,647,TA,TA,Y,296,102,209,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,Unaffordable
1570,60,RL,64,8333,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,738,738,GasA,Gd,Y,SBrkr,738,753,0,1491,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,2,484,TA,TA,Y,100,30,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,Unaffordable
1571,80,RL,80,10366,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1964,1964,Gable,CompShg,HdBoard,Plywood,None,0,TA,Gd,CBlock,TA,TA,Av,GLQ,456,Unf,0,456,912,GasA,TA,Y,SBrkr,934,0,0,934,0,1,1,0,2,1,TA,4,Typ,0,NA,Attchd,1964,Unf,1,336,TA,TA,Y,77,0,0,0,0,0,NA,GdPrv,Shed,500,7,2006,WD,Normal,Affordable
1572,70,RM,60,12900,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1912,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,PConc,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Ex,Y,SBrkr,780,780,0,1560,0,0,1,1,3,1,Gd,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,344,0,0,0,168,0,NA,NA,NA,0,5,2010,WD,Normal,Affordable
1573,60,RL,80,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,438,Gd,TA,PConc,Gd,TA,No,GLQ,1079,Unf,0,141,1220,GasA,Ex,Y,SBrkr,1220,870,0,2090,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995,RFn,2,556,TA,TA,Y,0,65,0,0,0,0,NA,NA,NA,0,12,2007,WD,Normal,Unaffordable
1574,90,RL,64,7804,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,1930,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,281,Rec,679,0,960,GasA,Ex,Y,SBrkr,960,960,0,1920,2,0,2,2,4,2,TA,10,Typ,2,Gd,Detchd,1930,Unf,2,480,TA,TA,Y,248,0,121,0,0,0,NA,NA,NA,0,7,2008,WD,Abnorml,Unaffordable
1575,120,RM,44,3842,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174,Gd,TA,PConc,Ex,TA,Gd,GLQ,1373,Unf,0,221,1594,GasA,Ex,Y,SBrkr,1646,0,0,1646,1,1,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2004,Fin,2,482,TA,TA,Y,128,53,0,0,155,0,NA,NA,NA,0,1,2008,WD,Normal,Unaffordable
1576,20,RL,38,15240,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,2004,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,Gd,CBlock,Gd,TA,No,GLQ,198,Rec,688,140,1026,GasA,Ex,Y,SBrkr,1026,0,0,1026,1,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1977,Unf,1,308,TA,TA,Y,316,85,0,0,0,0,NA,MnPrv,NA,0,6,2010,WD,Normal,Affordable
1577,20,RL,NA,8076,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112,TA,TA,PConc,Gd,TA,No,GLQ,705,Unf,0,455,1160,GasA,Gd,Y,SBrkr,1169,0,0,1169,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1993,Fin,2,402,TA,TA,Y,0,26,0,0,144,0,NA,MnPrv,NA,0,7,2006,WD,Normal,Unaffordable
1578,70,RL,60,11414,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,TA,N,SBrkr,1136,883,0,2019,0,0,1,0,3,1,Gd,8,Typ,0,NA,Detchd,1997,Unf,2,532,TA,TA,Y,509,135,0,0,0,0,NA,GdPrv,NA,0,10,2009,WD,Normal,Unaffordable
1579,190,RL,60,12180,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,0,324,672,Grav,Fa,N,FuseA,672,252,0,924,1,0,1,0,2,1,Fa,5,Typ,0,NA,Detchd,1941,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,7,2010,WD,Normal,Affordable
1580,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,729,GasA,Gd,Y,SBrkr,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1999,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,Unaffordable
1581,80,RL,NA,10784,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,76,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,802,670,0,1472,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1991,RFn,2,402,TA,TA,Y,164,0,0,0,0,0,NA,NA,NA,0,5,2007,WD,Normal,Affordable
1582,30,RL,55,8250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,N,SBrkr,1032,0,0,1032,0,0,1,0,2,1,TA,6,Typ,1,TA,Detchd,1939,Unf,1,260,TA,TA,Y,0,0,121,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,Affordable
1583,60,RL,NA,18275,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,8,1962,1998,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Gd,ALQ,636,Unf,0,802,1438,GasA,TA,Y,SBrkr,1900,548,0,2448,1,0,3,0,3,1,TA,9,Typ,2,Gd,Attchd,1962,RFn,2,441,TA,TA,Y,520,102,0,0,0,0,NA,NA,NA,0,9,2006,WD,Normal,Unaffordable
1584,20,RL,60,16012,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,4,1954,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,60,TA,TA,CBlock,TA,TA,No,Rec,691,Unf,0,263,954,GasA,Ex,Y,SBrkr,1482,0,0,1482,0,1,2,0,3,1,TA,6,Min1,1,Gd,2Types,1956,Unf,2,609,TA,TA,Y,0,30,0,0,0,0,NA,MnPrv,NA,0,10,2006,WD,Abnorml,Affordable
1585,90,RL,91,11643,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5,5,1969,1969,Gable,CompShg,MetalSd,MetalSd,BrkFace,368,TA,TA,CBlock,TA,TA,No,LwQ,500,Unf,0,748,1248,GasA,TA,Y,SBrkr,1338,1296,0,2634,1,1,2,2,6,2,TA,12,Typ,0,NA,Detchd,1969,Unf,4,968,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,Unaffordable
1586,50,RM,60,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,BrkFace,444,TA,TA,BrkTil,TA,TA,No,Rec,220,Unf,0,248,468,GasA,Gd,Y,SBrkr,822,320,0,1142,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1924,Fin,1,320,TA,TA,Y,0,0,98,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,Affordable
1587,20,RL,57,8280,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,932,932,GasA,Ex,Y,FuseA,932,0,0,932,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Attchd,1950,Unf,1,306,TA,TA,Y,0,0,214,0,0,0,NA,GdPrv,NA,0,11,2007,WD,Normal,Affordable
1588,20,RL,70,7560,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,369,Unf,0,671,1040,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959,RFn,1,286,TA,TA,Y,140,0,252,0,0,0,NA,GdWo,NA,0,7,2006,WD,Normal,Affordable
1589,120,RM,59,8198,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146,Gd,TA,PConc,Gd,TA,Av,GLQ,720,Unf,0,638,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004,RFn,2,484,TA,TA,Y,192,30,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,Unaffordable
1590,20,RL,74,7450,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,438,LwQ,206,250,894,GasA,Gd,Y,SBrkr,1074,0,0,1074,0,0,1,0,2,1,Gd,6,Min1,1,Gd,Detchd,1966,Unf,2,396,TA,TA,Y,0,72,0,0,0,0,NA,GdWo,NA,0,1,2007,WD,Normal,Affordable
1591,60,RL,70,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,6,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,643,Unf,0,167,810,GasA,Ex,Y,SBrkr,810,855,0,1665,1,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2001,Fin,2,528,TA,TA,Y,0,45,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,Unaffordable
